,gamma,epsilon,time,iterations,reward,average_steps,steps_stddev,success_pct,policy,mean_rewards,max_rewards,error
34,0.5,1e-12,0.0021026134490966797,34.0,0.417860501286452,31.27625570776256,21.220282635080423,43.8,"[[1 3 2 3]
 [0 0 0 0]
 [3 1 0 0]
 [0 2 1 0]]","(0.020833333333333332, 0.03125, 0.03587962962962962, 0.03800154320987654, 0.03898212448559671, 0.03943758573388202, 0.039650580847050754, 0.0397504548658741, 0.039797452215268245, 0.03981960096170129, 0.03983005790984147, 0.0398349992628753, 0.039837336523817386, 0.039838442663990004, 0.03983896645384523, 0.03983921457445129, 0.03983933215049347, 0.039839387879524735, 0.03983941429996625, 0.03983942682763768, 0.039839432768680065, 0.03983943558643025, 0.039839436922970685, 0.039839437556975194, 0.039839437857740245, 0.0398394380004262, 0.03983943806812011, 0.03983943810023664, 0.0398394381154742, 0.03983943812270367, 0.03983943812613373, 0.03983943812776115, 0.039839438128533286, 0.03983943812889963)","(0.3333333333333333, 0.38888888888888884, 0.4074074074074074, 0.4135802469135802, 0.4161522633744856, 0.4171382030178326, 0.4175597279378143, 0.41773119570187467, 0.4178052205583498, 0.4178364115501532, 0.4178500004145568, 0.4178558659527821, 0.41785844835766495, 0.4178595837746125, 0.4178600893713623, 0.41786031505700416, 0.41786041669678753, 0.41786046264893395, 0.4178604835624883, 0.41786049311976553, 0.4178604975097413, 0.4178604995337924, 0.41786050047072654, 0.41786050090581245, 0.41786050110847683, 0.4178605012031198, 0.41786050124742136, 0.41786050126819974, 0.41786050127796254, 0.4178605012825565, 0.4178605012847211, 0.4178605012857421, 0.4178605012862242, 0.417860501286452)","(0.3333333333333333, 0.05555555555555555, 0.018518518518518545, 0.009259259259259273, 0.0033436213991769603, 0.0015432098765432167, 0.0006072816643804269, 0.00027268137479043164, 0.00011490721688767191, 5.034219461801104e-05, 2.258011707790067e-05, 1.0073584132574108e-05, 4.732214071035551e-06, 2.2535555893078707e-06, 1.0637898197694146e-06, 5.051898177496628e-07, 2.4028899578681234e-07, 1.1615322009750871e-07, 5.6025808333566227e-08, 2.6948416381646773e-08, 1.2940056284523396e-08, 6.2021224629584676e-09, 2.9687866735274293e-09, 1.4192747044890902e-09, 6.778425555228895e-10, 3.2344366659824153e-10, 1.5422331662608146e-10, 7.34878713871262e-11, 3.499793402132745e-11, 1.6659341007391193e-11, 7.926715490588765e-12, 3.770252990017986e-12, 1.7927159323000152e-12, 8.52182690733172e-13)"
35,0.6,0.1,0.00013494491577148438,2.0,0.39999999999999997,,,0.0,"[[0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [0 1 1 0]]","(0.020833333333333332, 0.03333333333333333)","(0.3333333333333333, 0.39999999999999997)","(0.3333333333333333, 0.06666666666666667)"
36,0.6,0.01,0.0003859996795654297,6.0,0.44511999999999996,18.75545851528384,10.085725499481885,22.89999999999999,"[[1 2 0 3]
 [0 0 0 0]
 [3 1 0 0]
 [0 2 1 0]]","(0.020833333333333332, 0.03333333333333333, 0.039999999999999994, 0.04366666666666666, 0.04569999999999999, 0.046833333333333324)","(0.3333333333333333, 0.39999999999999997, 0.42666666666666664, 0.4373333333333333, 0.4426666666666666, 0.44511999999999996)","(0.3333333333333333, 0.06666666666666667, 0.026666666666666672, 0.015999999999999986, 0.006933333333333347, 0.003839999999999996)"
37,0.6,0.001,0.0004918575286865234,9.0,0.44731135999999994,30.217488789237667,20.81608034353991,44.599999999999994,"[[1 3 2 3]
 [0 0 0 0]
 [3 1 0 0]
 [0 2 1 0]]","(0.020833333333333332, 0.03333333333333333, 0.039999999999999994, 0.04366666666666666, 0.04569999999999999, 0.046833333333333324, 0.04746933333333332, 0.047827199999999986, 0.04802927999999999)","(0.3333333333333333, 0.39999999999999997, 0.42666666666666664, 0.4373333333333333, 0.4426666666666666, 0.44511999999999996, 0.4463786666666666, 0.4469930666666666, 0.44731135999999994)","(0.3333333333333333, 0.06666666666666667, 0.026666666666666672, 0.015999999999999986, 0.006933333333333347, 0.003839999999999996, 0.0018133333333333404, 0.0009770666666666789, 0.0004940800000000009)"
38,0.6,1e-05,0.0009298324584960938,17.0,0.44764703969771513,29.976905311778292,20.576100457895073,43.300000000000004,"[[1 3 2 3]
 [0 0 0 0]
 [3 1 0 0]
 [0 2 1 0]]","(0.020833333333333332, 0.03333333333333333, 0.039999999999999994, 0.04366666666666666, 0.04569999999999999, 0.046833333333333324, 0.04746933333333332, 0.047827199999999986, 0.04802927999999999, 0.04814356266666665, 0.048208309333333324, 0.048245023999999984, 0.04826586325333332, 0.048277698201599994, 0.04828442323626665, 0.04828824603579733, 0.04829041983173973)","(0.3333333333333333, 0.39999999999999997, 0.42666666666666664, 0.4373333333333333, 0.4426666666666666, 0.44511999999999996, 0.4463786666666666, 0.4469930666666666, 0.44731135999999994, 0.4474722986666666, 0.4475564373333333, 0.4476000187733333, 0.4476230437546666, 0.4476351919445333, 0.44764168339455995, 0.447645160538112, 0.44764703969771513)","(0.3333333333333333, 0.06666666666666667, 0.026666666666666672, 0.015999999999999986, 0.006933333333333347, 0.003839999999999996, 0.0018133333333333404, 0.0009770666666666789, 0.0004940800000000009, 0.00025975466666666724, 0.00013981013333333459, 7.484757333333335e-05, 4.219289600000155e-05, 2.4111513599997872e-05, 1.365819392000131e-05, 7.783470421332886e-06, 4.442565290666608e-06)"
39,0.6,1e-07,0.0018889904022216797,25.0,0.44764927939840743,27.873893805309734,17.208752914539694,45.199999999999996,"[[1 3 2 3]
 [0 0 0 0]
 [3 1 0 0]
 [0 2 1 0]]","(0.020833333333333332, 0.03333333333333333, 0.039999999999999994, 0.04366666666666666, 0.04569999999999999, 0.046833333333333324, 0.04746933333333332, 0.047827199999999986, 0.04802927999999999, 0.04814356266666665, 0.048208309333333324, 0.048245023999999984, 0.04826586325333332, 0.048277698201599994, 0.04828442323626665, 0.04828824603579733, 0.04829041983173973, 0.04829165624221694, 0.04829235964243694, 0.048292759876482926, 0.04829298764178892, 0.04829311727272434, 0.04829319105796748, 0.04829323305910034, 0.04829325696897398)","(0.3333333333333333, 0.39999999999999997, 0.42666666666666664, 0.4373333333333333, 0.4426666666666666, 0.44511999999999996, 0.4463786666666666, 0.4469930666666666, 0.44731135999999994, 0.4474722986666666, 0.4475564373333333, 0.4476000187733333, 0.4476230437546666, 0.4476351919445333, 0.44764168339455995, 0.447645160538112, 0.44764703969771513, 0.44764805919713957, 0.4476486159856653, 0.4476489213215593, 0.44764908962269445, 0.4476491827394072, 0.4476492344639266, 0.44764926328722715, 0.44764927939840743)","(0.3333333333333333, 0.06666666666666667, 0.026666666666666672, 0.015999999999999986, 0.006933333333333347, 0.003839999999999996, 0.0018133333333333404, 0.0009770666666666789, 0.0004940800000000009, 0.00025975466666666724, 0.00013981013333333459, 7.484757333333335e-05, 4.219289600000155e-05, 2.4111513599997872e-05, 1.365819392000131e-05, 7.783470421332886e-06, 4.442565290666608e-06, 2.576988241919948e-06, 1.4915937675947198e-06, 8.609480048639429e-07, 4.960907008405048e-07, 2.853293875962337e-07, 1.6389526428942439e-07, 9.402322027332252e-08, 5.3886346074519254e-08)"
40,0.6,1e-10,0.0017809867858886719,37.0,0.44764930003398073,29.548458149779737,18.889805301239427,45.4,"[[1 3 2 3]
 [0 0 0 0]
 [3 1 0 0]
 [0 2 1 0]]","(0.020833333333333332, 0.03333333333333333, 0.039999999999999994, 0.04366666666666666, 0.04569999999999999, 0.046833333333333324, 0.04746933333333332, 0.047827199999999986, 0.04802927999999999, 0.04814356266666665, 0.048208309333333324, 0.048245023999999984, 0.04826586325333332, 0.048277698201599994, 0.04828442323626665, 0.04828824603579733, 0.04829041983173973, 0.04829165624221694, 0.04829235964243694, 0.048292759876482926, 0.04829298764178892, 0.04829311727272434, 0.04829319105796748, 0.04829323305910034, 0.04829325696897398, 0.048293270580673925, 0.04829327832996591, 0.04829328274183165, 0.04829328525366128, 0.04829328668375024, 0.04829328749796484, 0.048293287961535494, 0.04829328822546798, 0.048293288375736695, 0.04829328846129105, 0.048293288510000476, 0.04829328853773243)","(0.3333333333333333, 0.39999999999999997, 0.42666666666666664, 0.4373333333333333, 0.4426666666666666, 0.44511999999999996, 0.4463786666666666, 0.4469930666666666, 0.44731135999999994, 0.4474722986666666, 0.4475564373333333, 0.4476000187733333, 0.4476230437546666, 0.4476351919445333, 0.44764168339455995, 0.447645160538112, 0.44764703969771513, 0.44764805919713957, 0.4476486159856653, 0.4476489213215593, 0.44764908962269445, 0.4476491827394072, 0.4476492344639266, 0.44764926328722715, 0.44764927939840743, 0.4476492884269834, 0.44764929349843025, 0.4476492963527692, 0.44764929796210945, 0.4476492988708556, 0.4476492993846722, 0.44764929967551514, 0.4476492998403037, 0.4476492999337475, 0.44764929998677205, 0.4476493000168784, 0.44764930003398073)","(0.3333333333333333, 0.06666666666666667, 0.026666666666666672, 0.015999999999999986, 0.006933333333333347, 0.003839999999999996, 0.0018133333333333404, 0.0009770666666666789, 0.0004940800000000009, 0.00025975466666666724, 0.00013981013333333459, 7.484757333333335e-05, 4.219289600000155e-05, 2.4111513599997872e-05, 1.365819392000131e-05, 7.783470421332886e-06, 4.442565290666608e-06, 2.576988241919948e-06, 1.4915937675947198e-06, 8.609480048639429e-07, 4.960907008405048e-07, 2.853293875962337e-07, 1.6389526428942439e-07, 9.402322027332252e-08, 5.3886346074519254e-08, 3.0855302068141105e-08, 1.76547851134419e-08, 1.0095069455720584e-08, 5.769222613093844e-09, 3.2954441163760007e-09, 1.881614490953365e-09, 1.073962577723131e-09, 6.127895231175517e-10, 3.49553694583421e-10, 1.993483021885123e-10, 1.1366321469100105e-10, 6.479590431915372e-11)"
41,0.6,1e-12,0.0032351016998291016,46.0,0.4476493000563738,29.876595744680852,20.964348793271384,47.0,"[[1 3 2 3]
 [0 0 0 0]
 [3 1 0 0]
 [0 2 1 0]]","(0.020833333333333332, 0.03333333333333333, 0.039999999999999994, 0.04366666666666666, 0.04569999999999999, 0.046833333333333324, 0.04746933333333332, 0.047827199999999986, 0.04802927999999999, 0.04814356266666665, 0.048208309333333324, 0.048245023999999984, 0.04826586325333332, 0.048277698201599994, 0.04828442323626665, 0.04828824603579733, 0.04829041983173973, 0.04829165624221694, 0.04829235964243694, 0.048292759876482926, 0.04829298764178892, 0.04829311727272434, 0.04829319105796748, 0.04829323305910034, 0.04829325696897398, 0.048293270580673925, 0.04829327832996591, 0.04829328274183165, 0.04829328525366128, 0.04829328668375024, 0.04829328749796484, 0.048293287961535494, 0.04829328822546798, 0.048293288375736695, 0.04829328846129105, 0.048293288510000476, 0.04829328853773243, 0.04829328855352105, 0.04829328856250992, 0.04829328856762744, 0.04829328857054092, 0.04829328857219959, 0.04829328857314387, 0.04829328857368145, 0.048293288573987486, 0.048293288574161715)","(0.3333333333333333, 0.39999999999999997, 0.42666666666666664, 0.4373333333333333, 0.4426666666666666, 0.44511999999999996, 0.4463786666666666, 0.4469930666666666, 0.44731135999999994, 0.4474722986666666, 0.4475564373333333, 0.4476000187733333, 0.4476230437546666, 0.4476351919445333, 0.44764168339455995, 0.447645160538112, 0.44764703969771513, 0.44764805919713957, 0.4476486159856653, 0.4476489213215593, 0.44764908962269445, 0.4476491827394072, 0.4476492344639266, 0.44764926328722715, 0.44764927939840743, 0.4476492884269834, 0.44764929349843025, 0.4476492963527692, 0.44764929796210945, 0.4476492988708556, 0.4476492993846722, 0.44764929967551514, 0.4476492998403037, 0.4476492999337475, 0.44764929998677205, 0.4476493000168784, 0.44764930003398073, 0.44764930004370007, 0.44764930004922554, 0.4476493000523677, 0.447649300054155, 0.44764930005517184, 0.44764930005575043, 0.4476493000560797, 0.44764930005626713, 0.4476493000563738)","(0.3333333333333333, 0.06666666666666667, 0.026666666666666672, 0.015999999999999986, 0.006933333333333347, 0.003839999999999996, 0.0018133333333333404, 0.0009770666666666789, 0.0004940800000000009, 0.00025975466666666724, 0.00013981013333333459, 7.484757333333335e-05, 4.219289600000155e-05, 2.4111513599997872e-05, 1.365819392000131e-05, 7.783470421332886e-06, 4.442565290666608e-06, 2.576988241919948e-06, 1.4915937675947198e-06, 8.609480048639429e-07, 4.960907008405048e-07, 2.853293875962337e-07, 1.6389526428942439e-07, 9.402322027332252e-08, 5.3886346074519254e-08, 3.0855302068141105e-08, 1.76547851134419e-08, 1.0095069455720584e-08, 5.769222613093844e-09, 3.2954441163760007e-09, 1.881614490953365e-09, 1.073962577723131e-09, 6.127895231175517e-10, 3.49553694583421e-10, 1.993483021885123e-10, 1.1366321469100105e-10, 6.479590431915372e-11, 3.693218213890459e-11, 2.1047510088967325e-11, 1.1993391956649502e-11, 6.833375011672249e-12, 3.893013949402002e-12, 2.217680032667868e-12, 1.263217828950669e-12, 7.194956436196165e-13, 4.097802826230623e-13)"
42,0.7,0.1,0.00016498565673828125,3.0,0.44740740740740736,,,0.0,"[[0 0 0 0]
 [0 0 0 0]
 [0 1 0 0]
 [0 1 1 0]]","(0.020833333333333332, 0.035416666666666666, 0.044490740740740733)","(0.3333333333333333, 0.4111111111111111, 0.44740740740740736)","(0.3333333333333333, 0.07777777777777778, 0.036296296296296285)"
43,0.7,0.01,0.0006127357482910156,8.0,0.48451034631915857,30.65509259259259,20.14895967332687,43.2,"[[1 3 2 3]
 [0 0 0 0]
 [3 1 0 0]
 [0 2 1 0]]","(0.020833333333333332, 0.035416666666666666, 0.044490740740740733, 0.05031327160493826, 0.05408027263374483, 0.0565298525377229, 0.058133606910150876, 0.059186413938424)","(0.3333333333333333, 0.4111111111111111, 0.44740740740740736, 0.4643456790123456, 0.4742263374485596, 0.47952895747599444, 0.48270284453589385, 0.48451034631915857)","(0.3333333333333333, 0.07777777777777778, 0.036296296296296285, 0.025407407407407392, 0.01284485596707817, 0.008299753086419781, 0.004572549154092373, 0.0028744299192196288)"
44,0.7,0.001,0.0008745193481445312,12.0,0.48687782861207096,28.56053811659193,18.16120301019993,44.599999999999994,"[[1 3 2 3]
 [0 0 0 0]
 [3 1 0 0]
 [0 2 1 0]]","(0.020833333333333332, 0.035416666666666666, 0.044490740740740733, 0.05031327160493826, 0.05408027263374483, 0.0565298525377229, 0.058133606910150876, 0.059186413938424, 0.05987999567739291, 0.06033761196365305, 0.06064008405629186, 0.06084018736766034)","(0.3333333333333333, 0.4111111111111111, 0.44740740740740736, 0.4643456790123456, 0.4742263374485596, 0.47952895747599444, 0.48270284453589385, 0.48451034631915857, 0.4856027970497383, 0.4862472355906281, 0.4866402998190852, 0.48687782861207096)","(0.3333333333333333, 0.07777777777777778, 0.036296296296296285, 0.025407407407407392, 0.01284485596707817, 0.008299753086419781, 0.004572549154092373, 0.0028744299192196288, 0.0016957881313824086, 0.001040122438212332, 0.0006531403974687766, 0.00040793635436957645)"
45,0.7,1e-05,0.0019352436065673828,24.0,0.48726501304284797,27.686800894854585,17.72939470263659,44.699999999999996,"[[1 3 2 3]
 [0 0 0 0]
 [3 1 0 0]
 [0 2 1 0]]","(0.020833333333333332, 0.035416666666666666, 0.044490740740740733, 0.05031327160493826, 0.05408027263374483, 0.0565298525377229, 0.058133606910150876, 0.059186413938424, 0.05987999567739291, 0.06033761196365305, 0.06064008405629186, 0.06084018736766034, 0.06097269583470858, 0.061060491814338036, 0.06111869537880222, 0.06115729502895563, 0.0611829025423089, 0.061199895074459484, 0.06121117340226287, 0.06121866031949789, 0.0612236310860135, 0.06122693167341123, 0.061229123463125736, 0.06123057904676703)","(0.3333333333333333, 0.4111111111111111, 0.44740740740740736, 0.4643456790123456, 0.4742263374485596, 0.47952895747599444, 0.48270284453589385, 0.48451034631915857, 0.4856027970497383, 0.4862472355906281, 0.4866402998190852, 0.48687782861207096, 0.48702423524821536, 0.48711435496872757, 0.48717053691407364, 0.4872056463995603, 0.4872277830701158, 0.48724179449841265, 0.487250722052502, 0.48725643377190797, 0.48726010678805676, 0.487262477671577, 0.4872640141477734, 0.48726501304284797)","(0.3333333333333333, 0.07777777777777778, 0.036296296296296285, 0.025407407407407392, 0.01284485596707817, 0.008299753086419781, 0.004572549154092373, 0.0028744299192196288, 0.0016957881313824086, 0.001040122438212332, 0.0006531403974687766, 0.00040793635436957645, 0.00026828772988440885, 0.0001788680363583317, 0.00011820839738227798, 7.859141784254467e-05, 5.233382204126308e-05, 3.5416681077213644e-05, 2.3916232867644133e-05, 1.6105192750890535e-05, 1.0826719344414135e-05, 7.264890729618417e-06, 4.868506753637203e-06, 3.258451664414977e-06)"
46,0.7,1e-07,0.0024318695068359375,35.0,0.48726688763530457,27.782022471910114,18.08679797747923,44.49999999999999,"[[1 3 2 3]
 [0 0 0 0]
 [3 1 0 0]
 [0 2 1 0]]","(0.020833333333333332, 0.035416666666666666, 0.044490740740740733, 0.05031327160493826, 0.05408027263374483, 0.0565298525377229, 0.058133606910150876, 0.059186413938424, 0.05987999567739291, 0.06033761196365305, 0.06064008405629186, 0.06084018736766034, 0.06097269583470858, 0.061060491814338036, 0.06111869537880222, 0.06115729502895563, 0.0611829025423089, 0.061199895074459484, 0.06121117340226287, 0.06121866031949789, 0.0612236310860135, 0.06122693167341123, 0.061229123463125736, 0.06123057904676703, 0.06123154576571729, 0.061232187835316754, 0.06123261429556532, 0.06123289755579851, 0.06123308570409354, 0.06123321067817519, 0.06123329369049944, 0.06123334883045524, 0.06123338545650879, 0.061233409784855856, 0.06123342594454452)","(0.3333333333333333, 0.4111111111111111, 0.44740740740740736, 0.4643456790123456, 0.4742263374485596, 0.47952895747599444, 0.48270284453589385, 0.48451034631915857, 0.4856027970497383, 0.4862472355906281, 0.4866402998190852, 0.48687782861207096, 0.48702423524821536, 0.48711435496872757, 0.48717053691407364, 0.4872056463995603, 0.4872277830701158, 0.48724179449841265, 0.487250722052502, 0.48725643377190797, 0.48726010678805676, 0.487262477671577, 0.4872640141477734, 0.48726501304284797, 0.4872656644466783, 0.48726609032839663, 0.48726636942105134, 0.4872665526815516, 0.48726667322898776, 0.48726675264343045, 0.4872668050290186, 0.4872668396236699, 0.4872668624914738, 0.48726687761992615, 0.48726688763530457)","(0.3333333333333333, 0.07777777777777778, 0.036296296296296285, 0.025407407407407392, 0.01284485596707817, 0.008299753086419781, 0.004572549154092373, 0.0028744299192196288, 0.0016957881313824086, 0.001040122438212332, 0.0006531403974687766, 0.00040793635436957645, 0.00026828772988440885, 0.0001788680363583317, 0.00011820839738227798, 7.859141784254467e-05, 5.233382204126308e-05, 3.5416681077213644e-05, 2.3916232867644133e-05, 1.6105192750890535e-05, 1.0826719344414135e-05, 7.264890729618417e-06, 4.868506753637203e-06, 3.258451664414977e-06, 2.178721339290632e-06, 1.4554575497142952e-06, 9.7158089491442e-07, 6.481456808586639e-07, 4.321429246580827e-07, 2.8798565181870073e-07, 1.91837867435235e-07, 1.27743740051256e-07, 8.503713106247646e-08, 5.659237946493978e-08, 3.765332988632519e-08)"
47,0.7,1e-10,0.0025186538696289062,52.0,0.4872669073121053,27.54048140043764,17.68478565128596,45.699999999999996,"[[1 3 2 3]
 [0 0 0 0]
 [3 1 0 0]
 [0 2 1 0]]","(0.020833333333333332, 0.035416666666666666, 0.044490740740740733, 0.05031327160493826, 0.05408027263374483, 0.0565298525377229, 0.058133606910150876, 0.059186413938424, 0.05987999567739291, 0.06033761196365305, 0.06064008405629186, 0.06084018736766034, 0.06097269583470858, 0.061060491814338036, 0.06111869537880222, 0.06115729502895563, 0.0611829025423089, 0.061199895074459484, 0.06121117340226287, 0.06121866031949789, 0.0612236310860135, 0.06122693167341123, 0.061229123463125736, 0.06123057904676703, 0.06123154576571729, 0.061232187835316754, 0.06123261429556532, 0.06123289755579851, 0.06123308570409354, 0.06123321067817519, 0.06123329369049944, 0.06123334883045524, 0.06123338545650879, 0.061233409784855856, 0.06123342594454452, 0.06123343667827308, 0.0612334438078696, 0.06123344854347648, 0.06123345168892376, 0.061233453778148116, 0.06123345516580963, 0.06123345608748454, 0.06123345669964848, 0.06123345710623551, 0.061233457376279915, 0.06123345755563464, 0.06123345767475516, 0.061233457753869736, 0.0612334578064137, 0.06123345784131051, 0.06123345786448687, 0.06123345787987909)","(0.3333333333333333, 0.4111111111111111, 0.44740740740740736, 0.4643456790123456, 0.4742263374485596, 0.47952895747599444, 0.48270284453589385, 0.48451034631915857, 0.4856027970497383, 0.4862472355906281, 0.4866402998190852, 0.48687782861207096, 0.48702423524821536, 0.48711435496872757, 0.48717053691407364, 0.4872056463995603, 0.4872277830701158, 0.48724179449841265, 0.487250722052502, 0.48725643377190797, 0.48726010678805676, 0.487262477671577, 0.4872640141477734, 0.48726501304284797, 0.4872656644466783, 0.48726609032839663, 0.48726636942105134, 0.4872665526815516, 0.48726667322898776, 0.48726675264343045, 0.4872668050290186, 0.4872668396236699, 0.4872668624914738, 0.48726687761992615, 0.48726688763530457, 0.487266894269616, 0.48726689866645756, 0.4872669015816523, 0.487266903515165, 0.4872669047979501, 0.48726690564921915, 0.4872669062142442, 0.4872669065893387, 0.487266906838381, 0.48726690700374975, 0.4872669071135676, 0.48726690718650045, 0.4872669072349397, 0.4872669072671127, 0.48726690728848243, 0.4872669073026768, 0.4872669073121053)","(0.3333333333333333, 0.07777777777777778, 0.036296296296296285, 0.025407407407407392, 0.01284485596707817, 0.008299753086419781, 0.004572549154092373, 0.0028744299192196288, 0.0016957881313824086, 0.001040122438212332, 0.0006531403974687766, 0.00040793635436957645, 0.00026828772988440885, 0.0001788680363583317, 0.00011820839738227798, 7.859141784254467e-05, 5.233382204126308e-05, 3.5416681077213644e-05, 2.3916232867644133e-05, 1.6105192750890535e-05, 1.0826719344414135e-05, 7.264890729618417e-06, 4.868506753637203e-06, 3.258451664414977e-06, 2.178721339290632e-06, 1.4554575497142952e-06, 9.7158089491442e-07, 6.481456808586639e-07, 4.321429246580827e-07, 2.8798565181870073e-07, 1.91837867435235e-07, 1.27743740051256e-07, 8.503713106247646e-08, 5.659237946493978e-08, 3.765332988632519e-08, 2.504710693018719e-08, 1.6658349878337364e-08, 1.1077357994423997e-08, 7.365101280590314e-09, 4.896286454406096e-09, 3.254669254590392e-09, 2.1632382343761414e-09, 1.4376862356862974e-09, 9.554112449100538e-10, 6.348728209815135e-10, 4.218484780244003e-10, 2.8028666367030386e-10, 1.8622031867920885e-10, 1.23717905711751e-10, 8.21903552161718e-11, 5.460012823810256e-11, 3.627041028630984e-11)"
