,param_n_neighbors,param_p,mean_fit_time,mean_score_time,mean_train_score,mean_test_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,,,0.0018124103546142579,0.01739645004272461,1.0,0.7480442176870749,7.293510758735572e-05,0.0026691553361402796,0.03721498814565563,0.0
1,,,0.001751708984375,0.020258378982543946,1.0,0.7602891156462585,0.00011290325847593246,0.0032545800477387604,0.01078424412414129,0.0
2,,,0.001937103271484375,0.024399328231811523,1.0,0.7480442176870749,0.00046083466757318323,0.0071737685616018836,0.01852805105818266,0.0
3,,,0.001896238327026367,0.018678903579711914,1.0,0.7230442176870748,0.0004092794633971803,0.0027712717375729767,0.0290308662997145,0.0
4,,,0.002090311050415039,0.019363212585449218,1.0,0.7230442176870748,0.00016047335211636293,0.004820319866301596,0.017943184354471887,0.0
5,,,0.0018959999084472655,0.014279365539550781,0.8873938357993698,0.7560374149659863,0.00036779027120977746,0.0020877863967422292,0.02200623757278308,0.008906513418479567
6,,,0.0016490936279296875,0.017384099960327148,0.8843063938892154,0.747704081632653,0.0003262993712077566,0.0031439749613873416,0.026250042696020034,0.012806059322643334
7,,,0.0017009735107421874,0.01643400192260742,0.883259441269163,0.7149659863945579,0.0002479106422663512,0.0040421907593279245,0.0347294985203053,0.012086685160586051
8,,,0.0015906333923339845,0.01723003387451172,0.8739543827786977,0.6903061224489797,9.842646649537614e-05,0.004478485460780157,0.04573423019128871,0.014197670121124075
9,,,0.0023766517639160155,0.019196128845214842,0.8739650659686982,0.698639455782313,0.0016995193204626423,0.005148062417740954,0.0516706019290156,0.01746502264851715
10,,,0.0017117023468017577,0.020326757431030275,0.8987554083649378,0.8012755102040817,0.00030804206707831265,0.005666598910981528,0.049592110849069324,0.024797099323929133
11,,,0.0017014503479003905,0.016399383544921875,0.8822391966241121,0.7850340136054422,0.0004151270631539202,0.0029074140748739552,0.03391844682107421,0.018244486521502516
12,,,0.0014382362365722655,0.014060735702514648,0.8791464131189575,0.780952380952381,0.00017019704274352137,0.0022597625097970906,0.028196694232550477,0.022676225261093155
13,,,0.0018813133239746094,0.01518697738647461,0.8729501629186476,0.7726190476190476,0.00046766676458276867,0.0026451872219340248,0.02990417888607368,0.023114112951191444
14,,,0.001554727554321289,0.018472814559936525,0.8677955237433898,0.7642857142857142,0.00020698275680319726,0.004267874736733824,0.06308389156645104,0.02708622174096101
15,,,0.00159912109375,0.013695383071899414,0.8718925271085946,0.8136054421768707,0.00023860520687883378,0.001878962954787174,0.046888837677094,0.024313034665677094
16,,,0.0016281604766845703,0.016070032119750978,0.8687837188184393,0.8136054421768707,0.000121186641677553,0.0066290885834708125,0.06398638605984545,0.015315369169703823
17,,,0.001660776138305664,0.015904331207275392,0.8574381710378718,0.7972789115646258,0.00042102880642889506,0.0016818389870146822,0.05555617739945372,0.011575378100618953
18,,,0.0015977859497070313,0.01877431869506836,0.8553923401527695,0.7726190476190476,8.889012037555545e-05,0.004111449588176298,0.04792886941782264,0.023398561648847037
19,,,0.0016011714935302735,0.022517633438110352,0.8502430425725122,0.7477891156462586,4.426615741793325e-05,0.011509142171154767,0.04501296212448917,0.02671486690630707
20,,,0.001451873779296875,0.017302274703979492,0.881160194434058,0.8013605442176871,6.98395698435071e-05,0.004069381056547189,0.04187042363529583,0.02163410996509672
21,,,0.0015056133270263672,0.016833114624023437,0.878120826878906,0.809438775510204,0.00019759426463362276,0.004317611990892411,0.05748789879643422,0.01790462167345313
22,,,0.0016519546508789063,0.018157339096069335,0.8709096736285454,0.7889455782312924,0.00018284466169990625,0.005342377089938732,0.05577259020129078,0.019891870280422577
23,,,0.0019835472106933595,0.022719144821166992,0.857480903797874,0.7766156462585034,0.0005944493181920088,0.003938894938242416,0.055646040200493255,0.021805457252007544
24,,,0.0016026973724365234,0.01677107810974121,0.850259067357513,0.7560374149659863,0.00019190876442127977,0.0033048183508930427,0.03677404040441196,0.023476936546192026
25,,,0.0017208099365234376,0.019029569625854493,0.872918113348646,0.8179421768707483,0.00026195311312824504,0.002570185163036357,0.03173762846345103,0.016310063295881683
26,,,0.0018270015716552734,0.0162322998046875,0.8729341381336468,0.8221088435374149,0.00040396413095431747,0.002182472970539144,0.0292875215730947,0.006982112410975127
27,,,0.0016468524932861327,0.018985652923583986,0.8585064900379253,0.7973639455782313,0.00023729716738413902,0.005873099350789846,0.025393155509061703,0.020568299680313144
28,,,0.0020969867706298827,0.018099069595336914,0.8461246728273062,0.7642857142857142,0.0006966581514314364,0.004896959211244687,0.03228337352586272,0.024883627530137772
29,,,0.0016345500946044922,0.019185733795166016,0.8440574755622029,0.7521258503401361,0.00031511289964723034,0.005063859038859138,0.03429306961379352,0.02773538732362712
30,,,0.0021051406860351563,0.01985940933227539,0.8594946851129747,0.8139455782312925,0.0007793312730112612,0.005743109034332119,0.03530970221585629,0.015181724530448791
31,,,0.002021455764770508,0.016721391677856447,0.8646706906682334,0.8264455782312925,0.0007397814570978306,0.0056786553398647,0.03606625239091647,0.01318499989614117
32,,,0.0019700050354003905,0.01640467643737793,0.8471235510923562,0.7727891156462585,0.0006036686934519406,0.0028007649020873374,0.025370365022053056,0.01819778015300019
33,,,0.0016222000122070312,0.020622920989990235,0.8367982479568399,0.7520408163265306,9.543928777164314e-05,0.005752123775503023,0.013411133733919084,0.022109839277682997
34,,,0.0015663623809814454,0.019082069396972656,0.8368035895518402,0.7397108843537414,0.00019476077357868926,0.009026239061057564,0.0334113345320028,0.01751781434954671
35,,,0.0017577171325683593,0.01447887420654297,0.8636344212381817,0.8056122448979591,0.00021069041066838626,0.0035112771580888065,0.03205951474271615,0.014099123560513273
36,,,0.0018663406372070312,0.021495246887207033,0.860541637733027,0.80578231292517,0.0006326313248504599,0.005493826711525548,0.028178737657286294,0.016583717862651847
37,,,0.0017522811889648438,0.019043827056884767,0.8450670370172533,0.780952380952381,0.00012148034686066738,0.005678413654948123,0.010706859536344437,0.014689308554601705
38,,,0.0016576766967773438,0.024764060974121094,0.8388868116019443,0.7643707482993196,0.0001698398239334484,0.008046624074864723,0.022086592675421797,0.02094539186014621
39,,,0.00197906494140625,0.015285921096801759,0.8233961861011698,0.735374149659864,0.0007273693361027789,0.0032827106422016715,0.025642514026793982,0.02161996702683581
40,,,0.0017488479614257812,0.015474843978881835,0.8522835318626141,0.8139455782312925,0.00021727881353676367,0.00354731127391894,0.04204293524369797,0.016418523383761124
41,,,0.0020441532135009764,0.01765866279602051,0.8533144596976656,0.8017006802721088,0.0006309461708765945,0.00456420864697667,0.02067323602557145,0.017664190278598998
42,,,0.0018189430236816406,0.018707847595214842,0.8378291757918914,0.7851190476190476,0.00043216594772843976,0.002785886235033282,0.028181560162533634,0.012641288313134002
43,,,0.0017920494079589843,0.01891293525695801,0.8367875647668394,0.7602040816326531,0.0004281774283530979,0.0052268333160283955,0.018160287279112154,0.008163173611028451
44,,,0.001685333251953125,0.017443323135375978,0.8243897227712195,0.7644557823129252,0.00010765589175288838,0.003361601275430862,0.010000086769025208,0.01446460529893298
45,,,0.001567840576171875,0.014756011962890624,0.8522675070776133,0.8181972789115646,0.00014484308379106002,0.0018498783360731208,0.020184789456226624,0.012553323311300154
46,,,0.0017941951751708984,0.016433286666870116,0.8595267346829762,0.8307823129251701,0.00031821914867937926,0.0035385051803952785,0.03914798278883371,0.020836606995323918
47,,,0.0015857219696044922,0.019446420669555663,0.839901714651995,0.7933673469387755,0.00023591515390242683,0.0031910723477435944,0.018561972749101253,0.021446604371770504
48,,,0.0016375064849853515,0.01657576560974121,0.8336947812616847,0.7436224489795917,0.00021253185787097653,0.0029239003330663142,0.022993801062796675,0.0072019558848969096
49,,,0.0019141674041748048,0.020273828506469728,0.8275038726563752,0.7229591836734695,0.0004510770286302127,0.005794105098230386,0.03251102896693475,0.010228807146207766
50,,,0.001902627944946289,0.01768970489501953,0.8419635703220981,0.8140306122448979,0.0004749699847529102,0.002784310094632878,0.013308841868376794,0.016641682429675737
51,,,0.001751708984375,0.018715572357177735,0.850221676192511,0.818452380952381,0.0002704539233902343,0.0038672849064598563,0.03865822457833143,0.020511919545752152
52,,,0.002088451385498047,0.021190166473388672,0.8450403290422519,0.780952380952381,0.0003981676671809583,0.005826560458504395,0.010706859536344437,0.005660251078628489
53,,,0.0018893241882324218,0.01816725730895996,0.8285348004914267,0.7726190476190476,0.00019145297526964065,0.0011769770329888016,0.03985855440548162,0.010673530700800989
54,,,0.0018256187438964843,0.016263818740844725,0.8233694781261685,0.7642857142857142,0.00023095987644066102,0.0025065705622486453,0.03228337352586272,0.012065533963967496
55,,,0.0016252994537353516,0.013911104202270508,0.84299983975215,0.826530612244898,0.00024100012292731433,0.0015947651024596618,0.03584261847421787,0.015276463019245286
56,,,0.0016070365905761718,0.018193864822387697,0.8533251428876663,0.8225340136054422,0.0001702872618318599,0.004930640827249651,0.03929049945825593,0.015666083125234733
