,param_max_depth,param_min_samples_leaf,param_ccp_alpha,mean_fit_time,mean_score_time,mean_train_score,mean_test_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,,,,0.002216196060180664,0.0006367206573486328,0.7562256289728113,0.7399659863945578,0.00037228575506961,3.696260063978555e-05,0.040477083680763755,0.012289332752831676
1,,,,0.001958751678466797,0.00046787261962890627,0.7562256289728113,0.7399659863945578,0.00022027454201741043,8.794157117089884e-05,0.040477083680763755,0.012289332752831676
2,,,,0.001484251022338867,0.0003849983215332031,0.7562256289728113,0.7399659863945578,0.0002141365516885362,5.0940493748200444e-05,0.040477083680763755,0.012289332752831676
3,,,,0.0014642238616943359,0.0005107402801513671,0.7562256289728113,0.7399659863945578,0.00020569135640177163,0.0001350609075292646,0.040477083680763755,0.012289332752831676
4,,,,0.0016475677490234374,0.0004573345184326172,0.7562256289728113,0.7399659863945578,0.00030738191847699446,4.125272559240041e-05,0.040477083680763755,0.012289332752831676
5,,,,0.0011786460876464845,0.00035276412963867185,0.7562256289728113,0.7399659863945578,0.0001449683462109067,2.22763092030039e-05,0.040477083680763755,0.012289332752831676
6,,,,0.001145648956298828,0.0003612041473388672,0.7562256289728113,0.7399659863945578,8.305353551537368e-05,4.971721998574458e-05,0.040477083680763755,0.012289332752831676
7,,,,0.0011533737182617188,0.0004248619079589844,0.7562256289728113,0.7399659863945578,0.00014695496146680727,8.493579479286294e-05,0.040477083680763755,0.012289332752831676
8,,,,0.00129241943359375,0.00040531158447265625,0.7562256289728113,0.7399659863945578,0.0001609156493753041,7.738760050702165e-05,0.040477083680763755,0.012289332752831676
9,,,,0.0011962413787841796,0.00040636062622070315,0.7562256289728113,0.7399659863945578,7.102546694865336e-05,3.7277444385202155e-05,0.040477083680763755,0.012289332752831676
10,,,,0.001453065872192383,0.00039386749267578125,0.7562256289728113,0.7399659863945578,0.0001264660423672609,3.060685450721972e-05,0.040477083680763755,0.012289332752831676
11,,,,0.001391458511352539,0.00045313835144042967,0.7562256289728113,0.7399659863945578,0.0002474790088008566,0.00013940769599459082,0.040477083680763755,0.012289332752831676
12,,,,0.0013169288635253907,0.00038156509399414065,0.7562256289728113,0.7399659863945578,0.0002619372283602656,7.540145031788727e-05,0.040477083680763755,0.012289332752831676
13,,,,0.001280975341796875,0.00042400360107421877,0.7562256289728113,0.7399659863945578,0.00022543882535953834,7.626690981594966e-05,0.040477083680763755,0.012289332752831676
14,,,,0.0012316703796386719,0.00039401054382324217,0.7562256289728113,0.7399659863945578,0.00011529149423182129,5.16638482737071e-05,0.040477083680763755,0.012289332752831676
15,,,,0.001196908950805664,0.0003852367401123047,0.7562256289728113,0.7399659863945578,0.00012474040008085508,4.354215213899423e-05,0.040477083680763755,0.012289332752831676
16,,,,0.0012786865234375,0.00039987564086914064,0.7562256289728113,0.7399659863945578,0.00015936789553317967,5.575027848736074e-05,0.040477083680763755,0.012289332752831676
17,,,,0.0014109134674072266,0.000450897216796875,0.7562256289728113,0.7399659863945578,0.00038561875525009435,0.00012016044720027605,0.040477083680763755,0.012289332752831676
