,param_learning_rate,param_n_estimators,mean_fit_time,mean_score_time,mean_train_score,mean_test_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,,,0.004658699035644531,0.0009389877319335938,0.8801559745740078,0.7935374149659864,0.0006128349669163615,0.00014662487524031147,0.03589059977236367,0.009570781880025761
1,,,0.008424663543701172,0.00139923095703125,0.9091074194754553,0.7937925170068028,0.0011399890714681802,0.00031235663453264693,0.04872085382546707,0.010503529101987395
2,,,0.011589717864990235,0.0016545772552490235,0.917381550130869,0.7771258503401361,0.0016827009139368185,0.00046259374305325436,0.03603817340201543,0.014081052328104684
3,,,0.014663982391357421,0.001609468460083008,0.9328775172266438,0.7566326530612245,0.002433744368852044,0.0003924104037271486,0.05528034998739652,0.016557448786676428
4,,,0.019080686569213866,0.0020736217498779296,0.9473265317023664,0.7608843537414967,0.0015043680964545191,0.0003704536987663804,0.06771697968586557,0.010462661635682173
5,,,0.02322812080383301,0.003025722503662109,0.9679611131883981,0.7482993197278911,0.0010765406102003709,0.00015210502935457022,0.04930139818899921,0.0100506421582107
6,,,0.026796913146972655,0.0032722949981689453,0.9834731050691736,0.7731292517006803,0.0025230063061743614,7.162214753091163e-05,0.05805812093933405,0.005044100712792276
7,,,0.030785226821899415,0.0036325931549072267,0.985540302334277,0.7731292517006803,0.0029740708885313827,8.60291940600644e-05,0.052003426833478146,0.0060251581526269945
8,,,0.032251596450805664,0.0035556793212890626,0.9937984082046899,0.7480442176870749,0.002947514480731003,0.000609930806120437,0.029035847317595058,0.005079949521924398
9,,,0.035823822021484375,0.0038054943084716796,0.9958656054697933,0.7480442176870749,0.0032846692961403866,0.0007520859202361461,0.04093979341884218,0.0038745310055070827
10,,,0.039056587219238284,0.0045282840728759766,0.9979328027348966,0.7605442176870747,0.0034390345689605116,0.00078712087586236,0.046651367953035316,0.0025318033357409663
11,,,0.04481806755065918,0.005324316024780273,0.9979328027348966,0.7605442176870748,0.0032132207722791327,0.0007609491972351925,0.04847639882458889,0.0025318033357409663
12,,,0.04964771270751953,0.00506744384765625,0.9989690721649485,0.7646258503401361,0.005487934257206623,0.00130932985229271,0.04856075050787903,0.0020618556701030855
13,,,0.051437664031982425,0.005676889419555664,0.9989690721649485,0.7646258503401361,0.005468516201853467,0.0009137789925374909,0.04856075050787903,0.0020618556701030855
14,,,0.060327768325805664,0.00577077865600586,0.9989690721649485,0.7606292517006803,0.0034889089632119934,0.001345523531252807,0.04629709649608485,0.0020618556701030855
15,,,0.06113972663879395,0.006035375595092774,0.9989690721649485,0.752295918367347,0.00250237487531529,0.0008539980365312287,0.03945486598748299,0.0020618556701030855
16,,,0.0649104118347168,0.008270931243896485,1.0,0.7647959183673471,0.0038253852723778817,0.0008048179603841894,0.051430747848343616,0.0
17,,,0.06415004730224609,0.008191967010498047,1.0,0.7647959183673471,0.0070732344094655555,0.00028808007894788167,0.051430747848343616,0.0
