,param_C,param_degree,param_kernel,mean_fit_time,mean_score_time,mean_train_score,mean_test_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,,,,0.004753589630126953,0.0009528636932373047,0.8615885903530793,0.8264455782312925,0.0006356542834728418,6.650239134043718e-05,0.04284431834899621,0.017246194613531333
1,,,,0.0031157970428466798,0.0008694648742675782,0.8512526040275625,0.8389455782312926,0.00021335602147664871,4.1785575095278284e-05,0.023441334411842266,0.010864751707358258
2,,,,0.0036609649658203127,0.0010805606842041015,0.911158591955558,0.8224489795918368,0.00030694057875837414,0.0002028835587445317,0.03787652076312138,0.015422560345529093
3,,,,0.0032379150390625,0.0007971286773681641,0.8047860691202393,0.8224489795918366,0.00048348382527721825,0.0001080297286949074,0.03787652076312134,0.015025389277627777
4,,,,0.003943443298339844,0.0007302761077880859,0.8615885903530793,0.8264455782312925,0.0008002702921025484,0.00012544606002727406,0.04284431834899621,0.017246194613531333
5,,,,0.003232383728027344,0.0009391307830810547,0.8057689226002884,0.6566326530612245,0.00046537778880104494,0.0001707678960453822,0.06095379026097897,0.01228522258546101
6,,,,0.003304576873779297,0.0010370254516601563,0.911158591955558,0.8224489795918368,0.00037080976024391073,0.00016424562989978615,0.03787652076312138,0.015422560345529093
7,,,,0.0033699989318847655,0.0009266853332519532,0.8047860691202393,0.8224489795918366,0.0002789623469575747,0.00015155085185428397,0.03787652076312134,0.015025389277627777
8,,,,0.004138851165771484,0.0007206439971923828,0.8615885903530793,0.8264455782312925,0.00041761167464192086,0.0001376423805615184,0.04284431834899621,0.017246194613531333
9,,,,0.0028720378875732424,0.0007560253143310547,0.9049463169702474,0.801530612244898,0.0004024830292084197,7.423666981615661e-05,0.028868264894762078,0.0063809371204366794
10,,,,0.0025968551635742188,0.000885772705078125,0.911158591955558,0.8224489795918368,0.00029752563899403253,0.00016488208441455934,0.03787652076312138,0.015422560345529093
11,,,,0.0028954505920410155,0.0008430957794189453,0.8047860691202393,0.8224489795918366,0.0004149458923930452,0.00022277525840902127,0.03787652076312134,0.015025389277627777
12,,,,0.004184627532958984,0.0008749961853027344,0.8615885903530793,0.8264455782312925,0.0009876691995158097,0.0001706700709756806,0.04284431834899621,0.017246194613531333
13,,,,0.004081249237060547,0.001026153564453125,0.823337428556167,0.6277210884353741,0.000319541491270531,0.00018758588352653916,0.06067973826066989,0.007082914686717731
14,,,,0.00379180908203125,0.0010961055755615234,0.911158591955558,0.8224489795918368,0.00015809118715238334,0.00012235567147675104,0.03787652076312138,0.015422560345529093
15,,,,0.004129171371459961,0.0011518478393554687,0.8047860691202393,0.8224489795918366,0.0005899743157508079,6.469177867231355e-05,0.03787652076312134,0.015025389277627777
16,,,,0.00448756217956543,0.0009452342987060547,0.8615885903530793,0.8264455782312925,0.0006702632030982216,9.190701937502657e-05,0.04284431834899621,0.017246194613531333
17,,,,0.003822803497314453,0.0011318206787109375,0.839880348271994,0.694047619047619,0.0002775694041425948,6.607084296254763e-05,0.03421876900143713,0.00857710140230717
18,,,,0.003830289840698242,0.001271533966064453,0.911158591955558,0.8224489795918368,0.0001590717324780683,8.133930678496772e-05,0.03787652076312138,0.015422560345529093
19,,,,0.003943967819213867,0.0013899803161621094,0.8047860691202393,0.8224489795918366,0.00035619749761167565,0.000495682466721354,0.03787652076312134,0.015025389277627777
20,,,,0.006731891632080078,0.0009882926940917968,0.8615832487580791,0.8304421768707483,0.0011563277942594982,7.190403944666835e-05,0.046654467773497146,0.018765119788858788
21,,,,0.0035091400146484374,0.0010306835174560547,0.8615832487580791,0.8471088435374149,0.00020678600712595573,0.00012858707717185028,0.031106181392152883,0.01266419516874461
22,,,,0.003892326354980469,0.001268482208251953,0.9514235350675712,0.7933673469387756,0.0002643651431631662,7.956076211185858e-05,0.03451899198986942,0.009701127726684178
23,,,,0.0037640094757080077,0.0011197566986083985,0.7583088510229155,0.80578231292517,0.00034888313280809723,8.335880030429279e-05,0.01652900246913991,0.026194228785743873
24,,,,0.005891609191894531,0.0008574962615966797,0.8615832487580791,0.8304421768707483,0.0009950190058405336,0.00019839741585606682,0.046654467773497146,0.018765119788858788
25,,,,0.0036023139953613283,0.0008374691009521484,0.851241920837562,0.6316326530612245,0.00075501890904767,0.0002213022570598797,0.08244642923358475,0.01098209588580053
26,,,,0.002834987640380859,0.0008793354034423828,0.9514235350675712,0.7933673469387756,0.00029815683802902676,0.00025350375616367733,0.03451899198986942,0.009701127726684178
27,,,,0.0035463809967041016,0.0010081768035888673,0.7583088510229155,0.80578231292517,0.0004591409656350813,0.000136399983816103,0.01652900246913991,0.026194228785743873
28,,,,0.005600833892822265,0.0008063793182373046,0.8615832487580791,0.8304421768707483,0.0011586545567753073,0.00016646960911538116,0.046654467773497146,0.018765119788858788
29,,,,0.002867984771728516,0.0008197784423828125,0.9535174403076759,0.7934523809523809,0.0005643099608051441,0.00020233525002005023,0.03436720959140069,0.008613338086923673
30,,,,0.003742694854736328,0.0011394023895263672,0.9514235350675712,0.7933673469387756,0.0007023168406224376,0.0002696034931064431,0.03451899198986942,0.009701127726684178
31,,,,0.0031232833862304688,0.0008590221405029297,0.7583088510229155,0.80578231292517,0.0005400089553668145,0.00019536269183756714,0.01652900246913991,0.026194228785743873
32,,,,0.005974006652832031,0.0008921623229980469,0.8615832487580791,0.8304421768707483,0.0016323696778423108,0.00015525154444042704,0.046654467773497146,0.018765119788858788
33,,,,0.003959083557128906,0.0011631011962890624,0.9297366593664869,0.6360544217687074,0.0007663225713680433,9.275807724865728e-05,0.06726615095345993,0.007158263467988705
